Dataset Atlas Type Value
SWU4 AAL Ipsi 0.7845982569801716
SWU4 AAL Ipsi 0.827890178948806
SWU4 AAL Ipsi 0.8264324693514529
SWU4 AAL Ipsi 0.9092332257827788
SWU4 AAL Ipsi 0.8432382120070234
SWU4 AAL Ipsi 0.8216683448887618
SWU4 AAL Ipsi 0.8175335549506794
SWU4 AAL Ipsi 0.8772246010065199
SWU4 AAL Ipsi 0.7994364157218011
SWU4 AAL Ipsi 0.8667969465468446
SWU4 AAL Ipsi 0.8568202038533828
SWU4 AAL Ipsi 0.8734907888604106
SWU4 AAL Ipsi 0.8230867749171461
SWU4 AAL Ipsi 0.8922838281610014
SWU4 AAL Ipsi 0.8682523262056008
SWU4 AAL Ipsi 0.8506411961205934
SWU4 AAL Ipsi 0.8166274570084137
SWU4 AAL Ipsi 0.8299528212250439
SWU4 AAL Ipsi 0.847145781724321
SWU4 AAL Ipsi 0.8828796043831963
SWU4 AAL Ipsi 0.7213436853092206
SWU4 AAL Ipsi 0.8734031519055052
SWU4 AAL Ipsi 0.8430326213570223
SWU4 AAL Ipsi 0.8144519929491496
SWU4 AAL Ipsi 0.9111127044785683
SWU4 AAL Ipsi 0.8376979656069867
SWU4 AAL Ipsi 0.8368562731636643
SWU4 AAL Ipsi 0.782195691618356
SWU4 AAL Ipsi 0.8504562428529139
SWU4 AAL Ipsi 0.8087177110126161
SWU4 AAL Ipsi 0.8161572071054004
SWU4 AAL Ipsi 0.8057451303549504
SWU4 AAL Ipsi 0.839269205359774
SWU4 AAL Ipsi 0.9095717677750494
SWU4 AAL Ipsi 0.8190616345725249
SWU4 AAL Ipsi 0.8507894004847617
SWU4 AAL Ipsi 0.8551720183228354
SWU4 AAL Ipsi 0.9084357019520714
SWU4 AAL Ipsi 0.8484230806353988
SWU4 AAL Ipsi 0.810356253782204
SWU4 AAL Ipsi 0.802494105810292
SWU4 AAL Ipsi 0.805993801169218
SWU4 AAL Ipsi 0.83744209177025
SWU4 AAL Ipsi 0.8675837888474841
SWU4 AAL Ipsi 0.8444077222836268
SWU4 AAL Ipsi 0.8121207096591271
SWU4 AAL Ipsi 0.7920078867019734
SWU4 AAL Ipsi 0.8481307637476255
SWU4 AAL Ipsi 0.8298113323769744
SWU4 AAL Ipsi 0.9077702049536855
SWU4 AAL Ipsi 0.8140421311643682
SWU4 AAL Ipsi 0.8507562736866835
SWU4 AAL Ipsi 0.8302581644851285
SWU4 AAL Ipsi 0.869896671166709
SWU4 AAL Ipsi 0.8880639507638924
SWU4 AAL Ipsi 0.788763332596905
SWU4 AAL Ipsi 0.8296467401888087
SWU4 AAL Ipsi 0.8487882865036336
SWU4 AAL Ipsi 0.787470375733866
SWU4 AAL Ipsi 0.8697750060783428
SWU4 AAL Ipsi 0.8310937064932494
SWU4 AAL Ipsi 0.8527007180664523
SWU4 AAL Ipsi 0.8472838720752481
SWU4 AAL Ipsi 0.9097142626768464
SWU4 AAL Ipsi 0.8813257944896505
SWU4 AAL Ipsi 0.9303909779190153
SWU4 AAL Ipsi 0.7584483042775267
SWU4 AAL Ipsi 0.8569423745964889
SWU4 AAL Ipsi 0.8716490625324844
SWU4 AAL Ipsi 0.8799414713263003
SWU4 AAL Ipsi 0.8174327099900182
SWU4 AAL Ipsi 0.8774359309964097
SWU4 AAL Ipsi 0.85888631901228
SWU4 AAL Ipsi 0.7790164118441679
SWU4 AAL Ipsi 0.9099990421032301
SWU4 AAL Ipsi 0.7595665079637863
SWU4 AAL Ipsi 0.7262831391611037
SWU4 AAL Ipsi 0.8702134062144398
SWU4 AAL Ipsi 0.7477717821451864
SWU4 AAL Ipsi 0.9101927013289414
SWU4 AAL Ipsi 0.8844879280416601
SWU4 AAL Ipsi 0.7994310110014979
SWU4 AAL Ipsi 0.9094052399232438
SWU4 AAL Ipsi 0.8814820769142886
SWU4 AAL Ipsi 0.7939918491154019
SWU4 AAL Ipsi 0.8526983751934637
SWU4 AAL Ipsi 0.8178128613080575
SWU4 AAL Ipsi 0.8237748092891699
SWU4 AAL Ipsi 0.7986200863031574
SWU4 AAL Ipsi 0.8225392515794471
SWU4 AAL Ipsi 0.8057924711112713
SWU4 AAL Ipsi 0.8153539786926498
SWU4 AAL Ipsi 0.8211080941142954
SWU4 AAL Ipsi 0.8327321645905716
SWU4 AAL Ipsi 0.8939049691645938
SWU4 AAL Ipsi 0.8602101038744367
SWU4 AAL Ipsi 0.8951479279047075
SWU4 AAL Ipsi 0.859379019593141
SWU4 AAL Ipsi 0.8738399427176028
SWU4 AAL Ipsi 0.8475969716804295
SWU4 AAL Ipsi 0.8398281715692627
SWU4 AAL Ipsi 0.8966530771499858
SWU4 AAL Ipsi 0.7690528663998173
SWU4 AAL Ipsi 0.8299989541125031
SWU4 AAL Ipsi 0.7915714933263461
SWU4 AAL Ipsi 0.8053193099979407
SWU4 AAL Ipsi 0.8376063415773699
SWU4 AAL Ipsi 0.8254603269637933
SWU4 AAL Ipsi 0.8293600734915417
SWU4 AAL Ipsi 0.824425098624007
SWU4 AAL Ipsi 0.8525946395948477
SWU4 AAL Ipsi 0.8862355716363487
SWU4 AAL Ipsi 0.8289537115037373
SWU4 AAL Ipsi 0.7970060135663126
SWU4 AAL Ipsi 0.8386827098556505
SWU4 AAL Ipsi 0.8184466522476023
SWU4 AAL Ipsi 0.8596337361314772
SWU4 AAL Ipsi 0.86033905125702
SWU4 AAL Ipsi 0.824150489376412
SWU4 AAL Ipsi 0.8345399466909831
SWU4 AAL Ipsi 0.9004084738236233
SWU4 AAL Ipsi 0.8097343090700941
SWU4 AAL Ipsi 0.7436737130357829
SWU4 AAL Ipsi 0.8758490732407385
SWU4 AAL Ipsi 0.8442943088302965
SWU4 AAL Ipsi 0.8749187556777034
SWU4 AAL Ipsi 0.8339952617714246
SWU4 AAL Ipsi 0.8642214613460762
SWU4 AAL Ipsi 0.758396895339513
SWU4 AAL Ipsi 0.8132382558162783
SWU4 AAL Ipsi 0.8123198678926473
SWU4 AAL Ipsi 0.8396685194861162
SWU4 AAL Ipsi 0.8590768474375361
SWU4 AAL Ipsi 0.844686941364378
SWU4 AAL Ipsi 0.826543649181649
SWU4 AAL Ipsi 0.9237403704824616
SWU4 AAL Ipsi 0.8737632687127915
SWU4 AAL Ipsi 0.8542559965971173
SWU4 AAL Ipsi 0.8493087604085522
SWU4 AAL Ipsi 0.764590164723328
SWU4 AAL Ipsi 0.7973658998706407
SWU4 AAL Ipsi 0.8279408660907995
SWU4 AAL Ipsi 0.7583540712265946
SWU4 AAL Ipsi 0.8717320095956951
SWU4 AAL Ipsi 0.8341369793156203
SWU4 AAL Ipsi 0.843544244781963
SWU4 AAL Ipsi 0.8123354299485724
SWU4 AAL Ipsi 0.9526316226599194
SWU4 AAL Ipsi 0.8517880870956152
SWU4 AAL Ipsi 0.8504591516973092
SWU4 AAL Ipsi 0.8252666783042938
SWU4 AAL Ipsi 0.9253676105646647
SWU4 AAL Ipsi 0.7643731124225861
