Dataset Atlas Type Value
SWU4 DKT Ipsi 0.3493436402439024
SWU4 DKT Ipsi 0.43351777195121954
SWU4 DKT Ipsi 0.3254473658536586
SWU4 DKT Ipsi 0.3601151597560976
SWU4 DKT Ipsi 0.3324701975609756
SWU4 DKT Ipsi 0.2987451554878049
SWU4 DKT Ipsi 0.23984386768292681
SWU4 DKT Ipsi 0.24940747926829265
SWU4 DKT Ipsi 0.23470337926829266
SWU4 DKT Ipsi 0.30872189207317074
SWU4 DKT Ipsi 0.33177023414634144
SWU4 DKT Ipsi 0.32432414573170737
SWU4 DKT Ipsi 0.3039826390243902
SWU4 DKT Ipsi 0.36897799573170725
SWU4 DKT Ipsi 0.41905482378048786
SWU4 DKT Ipsi 0.25774647012195123
SWU4 DKT Ipsi 0.23750588475609755
SWU4 DKT Ipsi 0.2728929817073171
SWU4 DKT Ipsi 0.2750492731707317
SWU4 DKT Ipsi 0.2885215231707317
SWU4 DKT Ipsi 0.22380304390243902
SWU4 DKT Ipsi 0.4306570603658537
SWU4 DKT Ipsi 0.2841561469512195
SWU4 DKT Ipsi 0.42004188719512203
SWU4 DKT Ipsi 0.25084092195121954
SWU4 DKT Ipsi 0.2825551615853658
SWU4 DKT Ipsi 0.2752906304878049
SWU4 DKT Ipsi 0.2943503475609756
SWU4 DKT Ipsi 0.2565401756097561
SWU4 DKT Ipsi 0.30257017317073176
SWU4 DKT Ipsi 0.24448463109756097
SWU4 DKT Ipsi 0.3084286628048781
SWU4 DKT Ipsi 0.2922813920731708
SWU4 DKT Ipsi 0.37722634024390245
SWU4 DKT Ipsi 0.2499945195121951
SWU4 DKT Ipsi 0.5232626262195123
SWU4 DKT Ipsi 0.3367984975609756
SWU4 DKT Ipsi 0.4058600609756098
SWU4 DKT Ipsi 0.3181665341463415
SWU4 DKT Ipsi 0.3421506920731707
SWU4 DKT Ipsi 0.265336656097561
SWU4 DKT Ipsi 0.3696418298780487
SWU4 DKT Ipsi 0.33428865
SWU4 DKT Ipsi 0.37534564085365857
SWU4 DKT Ipsi 0.27863263292682927
SWU4 DKT Ipsi 0.2871994762195122
SWU4 DKT Ipsi 0.2909966829268293
SWU4 DKT Ipsi 0.34085563963414633
SWU4 DKT Ipsi 0.46774026524390244
SWU4 DKT Ipsi 0.34391384817073173
SWU4 DKT Ipsi 0.26704441951219515
SWU4 DKT Ipsi 0.3527031323170732
SWU4 DKT Ipsi 0.32597056402439023
SWU4 DKT Ipsi 0.3171053792682927
SWU4 DKT Ipsi 0.22013743353658538
SWU4 DKT Ipsi 0.26433511768292683
SWU4 DKT Ipsi 0.2658492243902439
SWU4 DKT Ipsi 0.3519459567073171
SWU4 DKT Ipsi 0.34856537499999996
SWU4 DKT Ipsi 0.2676730768292683
SWU4 DKT Ipsi 0.22207031341463415
SWU4 DKT Ipsi 0.3328391115853659
SWU4 DKT Ipsi 0.2751336506097561
SWU4 DKT Ipsi 0.26215920853658536
SWU4 DKT Ipsi 0.15203807804878047
SWU4 DKT Ipsi 0.28838770670731706
SWU4 DKT Ipsi 0.31359081951219514
SWU4 DKT Ipsi 0.31116711219512194
SWU4 DKT Ipsi 0.3544759896341464
SWU4 DKT Ipsi 0.29714778658536584
SWU4 DKT Ipsi 0.2595435981707317
SWU4 DKT Ipsi 0.2240881981707317
SWU4 DKT Ipsi 0.28645681341463414
SWU4 DKT Ipsi 0.3385065804878049
SWU4 DKT Ipsi 0.2978033780487805
SWU4 DKT Ipsi 0.29953910121951216
SWU4 DKT Ipsi 0.2760067390243902
SWU4 DKT Ipsi 0.3002639768292683
SWU4 DKT Ipsi 0.3320398219512195
SWU4 DKT Ipsi 0.37814035670731705
SWU4 DKT Ipsi 0.30784660609756104
SWU4 DKT Ipsi 0.2507700402439024
SWU4 DKT Ipsi 0.39835027804878054
SWU4 DKT Ipsi 0.26441109451219513
SWU4 DKT Ipsi 0.3312635079268293
SWU4 DKT Ipsi 0.39379222499999994
SWU4 DKT Ipsi 0.28533566951219513
SWU4 DKT Ipsi 0.31358266524390244
SWU4 DKT Ipsi 0.2778869115853658
SWU4 DKT Ipsi 0.277339675
SWU4 DKT Ipsi 0.4358380719512195
SWU4 DKT Ipsi 0.2960961018292683
SWU4 DKT Ipsi 0.26819421768292684
SWU4 DKT Ipsi 0.3896693359756097
SWU4 DKT Ipsi 0.3373739652439024
SWU4 DKT Ipsi 0.38780798231707314
SWU4 DKT Ipsi 0.46952833780487807
SWU4 DKT Ipsi 0.26842219207317075
SWU4 DKT Ipsi 0.28191855548780487
SWU4 DKT Ipsi 0.2457806762195122
SWU4 DKT Ipsi 0.2361308743902439
SWU4 DKT Ipsi 0.24350493963414638
SWU4 DKT Ipsi 0.25864395609756097
SWU4 DKT Ipsi 0.32778693353658533
SWU4 DKT Ipsi 0.28198832560975606
SWU4 DKT Ipsi 0.3753386317073171
SWU4 DKT Ipsi 0.3692507609756097
SWU4 DKT Ipsi 0.334282556097561
SWU4 DKT Ipsi 0.20430080731707315
SWU4 DKT Ipsi 0.22983779573170732
SWU4 DKT Ipsi 0.2958857841463415
SWU4 DKT Ipsi 0.4795001567073171
SWU4 DKT Ipsi 0.3571277335365854
SWU4 DKT Ipsi 0.2459007140243902
SWU4 DKT Ipsi 0.3155059329268293
SWU4 DKT Ipsi 0.4471817731707317
SWU4 DKT Ipsi 0.2782914908536585
SWU4 DKT Ipsi 0.3166354024390244
SWU4 DKT Ipsi 0.2973664987804878
SWU4 DKT Ipsi 0.36424649878048787
SWU4 DKT Ipsi 0.2590002256097561
SWU4 DKT Ipsi 0.3989362762195122
SWU4 DKT Ipsi 0.36418086463414634
SWU4 DKT Ipsi 0.3119404621951219
SWU4 DKT Ipsi 0.27400136890243904
SWU4 DKT Ipsi 0.45873710304878046
SWU4 DKT Ipsi 0.22314882987804877
SWU4 DKT Ipsi 0.31668838658536586
SWU4 DKT Ipsi 0.3478335036585366
SWU4 DKT Ipsi 0.3584898365853658
SWU4 DKT Ipsi 0.2922089762195122
SWU4 DKT Ipsi 0.3520552487804878
SWU4 DKT Ipsi 0.28476835914634147
SWU4 DKT Ipsi 0.29737358658536583
SWU4 DKT Ipsi 0.2594119396341463
SWU4 DKT Ipsi 0.34412618353658536
SWU4 DKT Ipsi 0.2735587743902439
SWU4 DKT Ipsi 0.282353562195122
SWU4 DKT Ipsi 0.3346775079268292
SWU4 DKT Ipsi 0.23989075975609755
SWU4 DKT Ipsi 0.2572201121951219
SWU4 DKT Ipsi 0.3605981195121951
SWU4 DKT Ipsi 0.2667345737804878
SWU4 DKT Ipsi 0.3033038292682927
SWU4 DKT Ipsi 0.27504056768292684
SWU4 DKT Ipsi 0.3421884268292683
SWU4 DKT Ipsi 0.25284458536585364
SWU4 DKT Ipsi 0.1485763481707317
SWU4 DKT Ipsi 0.2541827274390244
SWU4 DKT Ipsi 0.3230140957317073
SWU4 DKT Ipsi 0.32947833963414636
SWU4 DKT Ipsi 0.25926791036585367
SWU4 DKT Ipsi 0.2542491408536585
SWU4 DKT Ipsi 0.2836180304878049
SWU4 DKT Ipsi 0.2457871201219512
SWU4 DKT Ipsi 0.32686383475609754
SWU4 DKT Ipsi 0.3215907786585366
SWU4 DKT Ipsi 0.33250854451219514
SWU4 DKT Ipsi 0.2581087176829268
SWU4 DKT Ipsi 0.24044085792682923
SWU4 DKT Ipsi 0.47690033963414635
SWU4 DKT Ipsi 0.3834267780487805
SWU4 DKT Ipsi 0.4035050926829269
SWU4 DKT Ipsi 0.26870036829268296
SWU4 DKT Ipsi 0.37833521097560974
SWU4 DKT Ipsi 0.26400881036585366
SWU4 DKT Ipsi 0.21688683536585365
SWU4 DKT Ipsi 0.3330151152439024
SWU4 DKT Ipsi 0.31252760243902444
SWU4 DKT Ipsi 0.28417894024390244
SWU4 DKT Ipsi 0.39945539390243906
SWU4 DKT Ipsi 0.3637681304878048
SWU4 DKT Ipsi 0.283268006097561
SWU4 DKT Ipsi 0.2635731768292683
SWU4 DKT Ipsi 0.3394284219512196
SWU4 DKT Hom 0.7637625121951219
SWU4 DKT Hom 0.6586779512195122
SWU4 DKT Hom 0.6254913658536585
SWU4 DKT Hom 0.666516756097561
SWU4 DKT Hom 0.7098375853658536
SWU4 DKT Hom 0.7169388780487804
SWU4 DKT Hom 0.693660756097561
SWU4 DKT Hom 0.7078539756097562
SWU4 DKT Hom 0.716528024390244
SWU4 DKT Hom 0.7619576829268292
SWU4 DKT Hom 0.5931186097560975
SWU4 DKT Hom 0.7392312195121951
SWU4 DKT Hom 0.7117803170731708
SWU4 DKT Hom 0.6870309024390243
SWU4 DKT Hom 0.6508161951219512
SWU4 DKT Hom 0.7138167560975611
SWU4 DKT Hom 0.682219512195122
SWU4 DKT Hom 0.7563098536585366
SWU4 DKT Hom 0.5883971463414635
SWU4 DKT Hom 0.7201131707317072
SWU4 DKT Hom 0.6574803658536585
SWU4 DKT Hom 0.7125097317073171
SWU4 DKT Hom 0.7064987073170731
SWU4 DKT Hom 0.7119249024390244
SWU4 DKT Hom 0.6656110731707316
SWU4 DKT Hom 0.775890487804878
SWU4 DKT Hom 0.6417757804878048
SWU4 DKT Hom 0.715548219512195
SWU4 DKT Hom 0.7491351219512195
SWU4 DKT Hom 0.6380014634146343
SWU4 DKT Hom 0.6905846829268294
SWU4 DKT Hom 0.7687351463414633
SWU4 DKT Hom 0.7179879512195121
SWU4 DKT Hom 0.750971731707317
SWU4 DKT Hom 0.7229491463414635
SWU4 DKT Hom 0.6552626341463416
SWU4 DKT Hom 0.7910807317073172
SWU4 DKT Hom 0.682386975609756
SWU4 DKT Hom 0.6869661463414634
SWU4 DKT Hom 0.6789278048780488
SWU4 DKT Hom 0.7065826341463415
SWU4 DKT Hom 0.7301450731707317
SWU4 DKT Hom 0.6456947073170732
SWU4 DKT Hom 0.6309933902439023
SWU4 DKT Hom 0.605354219512195
SWU4 DKT Hom 0.6758504634146341
SWU4 DKT Hom 0.6538369268292682
SWU4 DKT Hom 0.7281360243902439
SWU4 DKT Hom 0.6932358780487804
SWU4 DKT Hom 0.7164093170731708
SWU4 DKT Hom 0.7188532439024391
SWU4 DKT Hom 0.7631090487804878
SWU4 DKT Hom 0.7628294390243903
SWU4 DKT Hom 0.7580459024390245
SWU4 DKT Hom 0.6932328048780487
SWU4 DKT Hom 0.6873132195121952
SWU4 DKT Hom 0.7166975121951219
SWU4 DKT Hom 0.6622172926829268
SWU4 DKT Hom 0.7407423414634144
SWU4 DKT Hom 0.7371518048780488
SWU4 DKT Hom 0.8414455609756096
SWU4 DKT Hom 0.6982747804878049
SWU4 DKT Hom 0.6369232682926829
SWU4 DKT Hom 0.6885177560975608
SWU4 DKT Hom 0.7155373414634147
SWU4 DKT Hom 0.633375243902439
SWU4 DKT Hom 0.7544476097560975
SWU4 DKT Hom 0.7071452682926829
SWU4 DKT Hom 0.6407261707317073
SWU4 DKT Hom 0.7055113658536586
SWU4 DKT Hom 0.7024154878048781
SWU4 DKT Hom 0.7219183170731708
SWU4 DKT Hom 0.6565045853658537
SWU4 DKT Hom 0.683852780487805
SWU4 DKT Hom 0.7048727804878049
SWU4 DKT Hom 0.7567268536585366
SWU4 DKT Hom 0.632870243902439
SWU4 DKT Hom 0.7728519268292683
SWU4 DKT Hom 0.6311064146341463
SWU4 DKT Hom 0.7905855365853658
SWU4 DKT Hom 0.6146658292682926
SWU4 DKT Hom 0.6385233170731708
SWU4 DKT Hom 0.6886753170731706
SWU4 DKT Hom 0.7895547560975611
SWU4 DKT Hom 0.6391827317073172
SWU4 DKT Hom 0.677725512195122
SWU4 DKT Hom 0.6455028048780488
SWU4 DKT Hom 0.7114810731707317
SWU4 DKT Hom 0.7807638780487804
SWU4 DKT Hom 0.7267801951219511
SWU4 DKT Hom 0.6420038292682927
SWU4 DKT Hom 0.7377497804878048
SWU4 DKT Hom 0.6765501707317073
SWU4 DKT Hom 0.6708426341463415
SWU4 DKT Hom 0.6800287073170732
SWU4 DKT Hom 0.6854315365853658
SWU4 DKT Hom 0.6681651951219513
SWU4 DKT Hom 0.6397800731707317
SWU4 DKT Hom 0.7373016341463414
SWU4 DKT Hom 0.677485756097561
SWU4 DKT Hom 0.7267972195121951
SWU4 DKT Hom 0.7381410975609757
SWU4 DKT Hom 0.707156243902439
SWU4 DKT Hom 0.7083068048780488
SWU4 DKT Hom 0.6859163170731708
SWU4 DKT Hom 0.6797734146341463
SWU4 DKT Hom 0.7096741219512195
SWU4 DKT Hom 0.6526958048780488
SWU4 DKT Hom 0.7116125121951219
SWU4 DKT Hom 0.708753
SWU4 DKT Hom 0.745581487804878
SWU4 DKT Hom 0.6397870243902439
SWU4 DKT Hom 0.6378497804878049
SWU4 DKT Hom 0.7046518536585366
SWU4 DKT Hom 0.7432836829268292
SWU4 DKT Hom 0.6153464878048781
SWU4 DKT Hom 0.6469056097560976
SWU4 DKT Hom 0.7315448536585366
SWU4 DKT Hom 0.6715373902439025
SWU4 DKT Hom 0.6742854390243902
SWU4 DKT Hom 0.7512678048780487
SWU4 DKT Hom 0.7509238292682926
SWU4 DKT Hom 0.6575843170731707
SWU4 DKT Hom 0.7668957317073172
SWU4 DKT Hom 0.6650050000000001
SWU4 DKT Hom 0.6994551463414633
SWU4 DKT Hom 0.6869493414634145
SWU4 DKT Hom 0.6483683170731707
SWU4 DKT Hom 0.6324241951219512
SWU4 DKT Hom 0.7940522682926829
SWU4 DKT Hom 0.738301243902439
SWU4 DKT Hom 0.7088677560975609
SWU4 DKT Hom 0.7317472195121951
SWU4 DKT Hom 0.6779459999999999
SWU4 DKT Hom 0.6799957804878048
SWU4 DKT Hom 0.6784249756097561
SWU4 DKT Hom 0.649551756097561
SWU4 DKT Hom 0.7327804634146342
SWU4 DKT Hom 0.654549975609756
SWU4 DKT Hom 0.6376109268292682
SWU4 DKT Hom 0.6615152926829269
SWU4 DKT Hom 0.7582790975609756
SWU4 DKT Hom 0.7353704390243904
SWU4 DKT Hom 0.6707441463414635
SWU4 DKT Hom 0.6638097804878049
SWU4 DKT Hom 0.7035520243902439
SWU4 DKT Hom 0.7291053902439024
SWU4 DKT Hom 0.801412731707317
SWU4 DKT Hom 0.7773164146341464
SWU4 DKT Hom 0.6813276829268293
SWU4 DKT Hom 0.6664775609756097
SWU4 DKT Hom 0.7344387073170733
SWU4 DKT Hom 0.6877949268292682
SWU4 DKT Hom 0.6810286341463414
SWU4 DKT Hom 0.687502731707317
SWU4 DKT Hom 0.7151971707317073
SWU4 DKT Hom 0.7261612195121951
SWU4 DKT Hom 0.6469230975609757
SWU4 DKT Hom 0.7385026341463413
SWU4 DKT Hom 0.6346639512195121
SWU4 DKT Hom 0.7297136829268293
SWU4 DKT Hom 0.7726421463414634
SWU4 DKT Hom 0.7400668292682927
SWU4 DKT Hom 0.7446191463414633
SWU4 DKT Hom 0.6530001707317074
SWU4 DKT Hom 0.7223496829268293
SWU4 DKT Hom 0.7893650731707317
SWU4 DKT Hom 0.7551805853658538
SWU4 DKT Hom 0.6756410487804878
SWU4 DKT Hom 0.7355200731707316
SWU4 DKT Hom 0.692215756097561
SWU4 DKT Hom 0.6613716829268292
SWU4 DKT Hom 0.6620874146341463
SWU4 DKT Hom 0.7072210975609755
SWU4 DKT Hom 0.7554323658536585
SWU4 DKT Hom 0.7017007073170732
SWU4 DKT Hom 0.6313994390243902
SWU4 DKT Hom 0.6564428292682927
SWU4 DKT Hom 0.6953310731707317
SWU4 DKT Hom 0.7677903658536586
SWU4 DKT Hom 0.6898706341463415
SWU4 DKT Hom 0.6931806829268292
SWU4 DKT Hom 0.7401222926829268
SWU4 DKT Hom 0.6970805609756098
SWU4 DKT Hom 0.6313435853658537
SWU4 DKT Hom 0.665627487804878
SWU4 DKT Hom 0.6265910975609756
SWU4 DKT Hom 0.681616
SWU4 DKT Hom 0.6875763902439025
SWU4 DKT Hom 0.7631652926829268
SWU4 DKT Hom 0.6898032439024391
SWU4 DKT Hom 0.7465542195121951
SWU4 DKT Hom 0.6629060487804878
SWU4 DKT Hom 0.741731024390244
SWU4 DKT Hom 0.7368576585365854
SWU4 DKT Hom 0.7470490487804877
SWU4 DKT Hom 0.695509536585366
SWU4 DKT Hom 0.6907466585365853
SWU4 DKT Hom 0.7172712926829268
SWU4 DKT Hom 0.8176057560975608
SWU4 DKT Hom 0.6152286097560976
SWU4 DKT Hom 0.7091799268292683
SWU4 DKT Hom 0.6456726829268293
SWU4 DKT Hom 0.6783661463414633
SWU4 DKT Hom 0.5965037073170731
SWU4 DKT Hom 0.689125975609756
