Dataset Atlas Type Value
SWU4 Hammer Ipsi 0.237857951875
SWU4 Hammer Ipsi 0.600941465
SWU4 Hammer Ipsi 0.19330330750000002
SWU4 Hammer Ipsi 0.30090689
SWU4 Hammer Ipsi 0.23385527500000003
SWU4 Hammer Ipsi 0.38562696875
SWU4 Hammer Ipsi 0.254428566875
SWU4 Hammer Ipsi 0.30129256437499996
SWU4 Hammer Ipsi 0.47868922999999997
SWU4 Hammer Ipsi 0.23446040562499998
SWU4 Hammer Ipsi 0.225658121875
SWU4 Hammer Ipsi 0.25537048
SWU4 Hammer Ipsi 0.33228789500000006
SWU4 Hammer Ipsi 0.351747934375
SWU4 Hammer Ipsi 0.257783695
SWU4 Hammer Ipsi 0.356969004375
SWU4 Hammer Ipsi 0.403060408125
SWU4 Hammer Ipsi 0.263411590625
SWU4 Hammer Ipsi 0.316945184375
SWU4 Hammer Ipsi 0.289981811875
SWU4 Hammer Ipsi 0.296659140625
SWU4 Hammer Ipsi 0.237876066875
SWU4 Hammer Ipsi 0.24218230249999997
SWU4 Hammer Ipsi 0.2329589575
SWU4 Hammer Ipsi 0.288893488125
SWU4 Hammer Ipsi 0.3323342375
SWU4 Hammer Ipsi 0.29469848000000004
SWU4 Hammer Ipsi 0.2968069025
SWU4 Hammer Ipsi 0.33821121
SWU4 Hammer Ipsi 0.3805808668749999
SWU4 Hammer Ipsi 0.2525798775
SWU4 Hammer Ipsi 0.21879408250000001
SWU4 Hammer Ipsi 0.27519862125
SWU4 Hammer Ipsi 0.26380152625000003
SWU4 Hammer Ipsi 0.2967591475
SWU4 Hammer Ipsi 0.23166519624999998
SWU4 Hammer Ipsi 0.41920668875000006
SWU4 Hammer Ipsi 0.257080171875
SWU4 Hammer Ipsi 0.3965823156249999
SWU4 Hammer Ipsi 0.273260846875
SWU4 Hammer Ipsi 0.27393487499999997
SWU4 Hammer Ipsi 0.275758785
SWU4 Hammer Ipsi 0.2823981025
SWU4 Hammer Ipsi 0.241470595625
SWU4 Hammer Ipsi 0.290953898125
SWU4 Hammer Ipsi 0.23382824312499997
SWU4 Hammer Ipsi 0.295718536875
SWU4 Hammer Ipsi 0.266470888125
SWU4 Hammer Ipsi 0.356877423125
SWU4 Hammer Ipsi 0.262060124375
SWU4 Hammer Ipsi 0.48425098687499996
SWU4 Hammer Ipsi 0.3308465125
SWU4 Hammer Ipsi 0.36109930125
SWU4 Hammer Ipsi 0.305843295625
SWU4 Hammer Ipsi 0.30669767187499997
SWU4 Hammer Ipsi 0.258906385625
SWU4 Hammer Ipsi 0.32659660062499996
SWU4 Hammer Ipsi 0.306258976875
SWU4 Hammer Ipsi 0.3367779375
SWU4 Hammer Ipsi 0.281403195625
SWU4 Hammer Ipsi 0.258405358125
SWU4 Hammer Ipsi 0.247457616875
SWU4 Hammer Ipsi 0.29508247625
SWU4 Hammer Ipsi 0.43924308125000006
SWU4 Hammer Ipsi 0.30843651375000003
SWU4 Hammer Ipsi 0.25177327125000004
SWU4 Hammer Ipsi 0.331826961875
SWU4 Hammer Ipsi 0.306819640625
SWU4 Hammer Ipsi 0.27919836812500004
SWU4 Hammer Ipsi 0.209197971875
SWU4 Hammer Ipsi 0.25809698812500004
SWU4 Hammer Ipsi 0.26240132374999997
SWU4 Hammer Ipsi 0.33552740999999997
SWU4 Hammer Ipsi 0.35333322749999996
SWU4 Hammer Ipsi 0.23418518249999998
SWU4 Hammer Ipsi 0.21886781374999997
SWU4 Hammer Ipsi 0.3189028775
SWU4 Hammer Ipsi 0.272826409375
SWU4 Hammer Ipsi 0.27447939125
SWU4 Hammer Ipsi 0.13238628875
SWU4 Hammer Ipsi 0.26188002875000005
SWU4 Hammer Ipsi 0.2738941875
SWU4 Hammer Ipsi 0.29392091062500003
SWU4 Hammer Ipsi 0.296435035
SWU4 Hammer Ipsi 0.24433485375
SWU4 Hammer Ipsi 0.2409312125
SWU4 Hammer Ipsi 0.22727288999999998
SWU4 Hammer Ipsi 0.28099068187500004
SWU4 Hammer Ipsi 0.32087041875
SWU4 Hammer Ipsi 0.26883128
SWU4 Hammer Ipsi 0.28833150125
SWU4 Hammer Ipsi 0.273902594375
SWU4 Hammer Ipsi 0.313260844375
SWU4 Hammer Ipsi 0.27063047249999994
SWU4 Hammer Ipsi 0.343775351875
SWU4 Hammer Ipsi 0.27505068312500003
SWU4 Hammer Ipsi 0.2524861225
SWU4 Hammer Ipsi 0.3659431725
SWU4 Hammer Ipsi 0.24837429937499997
SWU4 Hammer Ipsi 0.319901428125
SWU4 Hammer Ipsi 0.360057718125
SWU4 Hammer Ipsi 0.252063845
SWU4 Hammer Ipsi 0.30619057375000003
SWU4 Hammer Ipsi 0.251133546875
SWU4 Hammer Ipsi 0.2646064525
SWU4 Hammer Ipsi 0.3661736575
SWU4 Hammer Ipsi 0.30472841250000005
SWU4 Hammer Ipsi 0.228333936875
SWU4 Hammer Ipsi 0.34164372
SWU4 Hammer Ipsi 0.30802534375
SWU4 Hammer Ipsi 0.369665524375
SWU4 Hammer Ipsi 0.439102935
SWU4 Hammer Ipsi 0.250876145625
SWU4 Hammer Ipsi 0.24131824999999998
SWU4 Hammer Ipsi 0.239216583125
SWU4 Hammer Ipsi 0.24748581749999998
SWU4 Hammer Ipsi 0.236766108125
SWU4 Hammer Ipsi 0.240079810625
SWU4 Hammer Ipsi 0.29296079187499996
SWU4 Hammer Ipsi 0.279257264375
SWU4 Hammer Ipsi 0.30484844125000005
SWU4 Hammer Ipsi 0.36233534937499995
SWU4 Hammer Ipsi 0.31356231187499994
SWU4 Hammer Ipsi 0.19359185937499998
SWU4 Hammer Ipsi 0.22183657625000003
SWU4 Hammer Ipsi 0.2954454875
SWU4 Hammer Ipsi 0.40666396500000007
SWU4 Hammer Ipsi 0.31906698749999995
SWU4 Hammer Ipsi 0.24312021
SWU4 Hammer Ipsi 0.264096924375
SWU4 Hammer Ipsi 0.407465459375
SWU4 Hammer Ipsi 0.2500983625
SWU4 Hammer Ipsi 0.287963819375
SWU4 Hammer Ipsi 0.28945003375
SWU4 Hammer Ipsi 0.32210711625
SWU4 Hammer Ipsi 0.26623067499999997
SWU4 Hammer Ipsi 0.374318049375
SWU4 Hammer Ipsi 0.3432277449999999
SWU4 Hammer Ipsi 0.307718015
SWU4 Hammer Ipsi 0.27741583124999997
SWU4 Hammer Ipsi 0.38859974875
SWU4 Hammer Ipsi 0.21213837124999999
SWU4 Hammer Ipsi 0.2803956875
SWU4 Hammer Ipsi 0.3320540775
SWU4 Hammer Ipsi 0.32180709125
SWU4 Hammer Ipsi 0.29650900875
SWU4 Hammer Ipsi 0.348024100625
SWU4 Hammer Ipsi 0.260826285625
SWU4 Hammer Ipsi 0.2884217475
SWU4 Hammer Ipsi 0.251711698125
SWU4 Hammer Ipsi 0.3330205125
SWU4 Hammer Ipsi 0.2824726275
SWU4 Hammer Ipsi 0.26921782375000003
SWU4 Hammer Ipsi 0.308734139375
SWU4 Hammer Ipsi 0.2245460625
SWU4 Hammer Ipsi 0.268524924375
SWU4 Hammer Ipsi 0.334684349375
SWU4 Hammer Ipsi 0.265326745
SWU4 Hammer Ipsi 0.29060028687499995
SWU4 Hammer Ipsi 0.2727395325
SWU4 Hammer Ipsi 0.340334915625
SWU4 Hammer Ipsi 0.258957235625
SWU4 Hammer Ipsi 0.16336975250000002
SWU4 Hammer Ipsi 0.24212774499999998
SWU4 Hammer Ipsi 0.28036945562500004
SWU4 Hammer Ipsi 0.3288709575
SWU4 Hammer Ipsi 0.2572014825
SWU4 Hammer Ipsi 0.259999861875
SWU4 Hammer Ipsi 0.286420095
SWU4 Hammer Ipsi 0.24106069125
SWU4 Hammer Ipsi 0.309061918125
SWU4 Hammer Ipsi 0.30272680937499996
SWU4 Hammer Ipsi 0.304048509375
SWU4 Hammer Ipsi 0.257225543125
SWU4 Hammer Ipsi 0.23680097562500002
SWU4 Hammer Ipsi 0.410599566875
SWU4 Hammer Ipsi 0.347818770625
SWU4 Hammer Ipsi 0.342585619375
SWU4 Hammer Ipsi 0.24550197875000002
SWU4 Hammer Ipsi 0.33612247062499995
SWU4 Hammer Ipsi 0.25924794625
SWU4 Hammer Ipsi 0.234975206875
SWU4 Hammer Ipsi 0.28324509
SWU4 Hammer Ipsi 0.29194443
SWU4 Hammer Ipsi 0.28421919375000004
SWU4 Hammer Ipsi 0.36991442812499997
SWU4 Hammer Ipsi 0.31459704499999996
SWU4 Hammer Ipsi 0.23722868562499996
SWU4 Hammer Ipsi 0.263570146875
SWU4 Hammer Ipsi 0.317189609375
SWU4 Hammer Hom 0.6799760769230769
SWU4 Hammer Hom 0.5960397179487179
SWU4 Hammer Hom 0.5520325384615387
SWU4 Hammer Hom 0.5885541282051283
SWU4 Hammer Hom 0.660621282051282
SWU4 Hammer Hom 0.6733500000000001
SWU4 Hammer Hom 0.6313924102564102
SWU4 Hammer Hom 0.6756201025641025
SWU4 Hammer Hom 0.6375472564102564
SWU4 Hammer Hom 0.6960541025641026
SWU4 Hammer Hom 0.5434709230769231
SWU4 Hammer Hom 0.6831352564102565
SWU4 Hammer Hom 0.6442911282051283
SWU4 Hammer Hom 0.6002098205128206
SWU4 Hammer Hom 0.5573404102564101
SWU4 Hammer Hom 0.6902487692307692
SWU4 Hammer Hom 0.584101
SWU4 Hammer Hom 0.6895479743589743
SWU4 Hammer Hom 0.5747684615384616
SWU4 Hammer Hom 0.6984693589743589
SWU4 Hammer Hom 0.594894641025641
SWU4 Hammer Hom 0.6391009487179488
SWU4 Hammer Hom 0.6387019230769232
SWU4 Hammer Hom 0.6494297435897435
SWU4 Hammer Hom 0.5957142564102564
SWU4 Hammer Hom 0.7183071025641026
SWU4 Hammer Hom 0.5878930256410256
SWU4 Hammer Hom 0.6587165641025642
SWU4 Hammer Hom 0.6863291794871795
SWU4 Hammer Hom 0.6094529487179488
SWU4 Hammer Hom 0.6190177692307693
SWU4 Hammer Hom 0.7183449743589743
SWU4 Hammer Hom 0.6525677948717951
SWU4 Hammer Hom 0.650586641025641
SWU4 Hammer Hom 0.6459299487179487
SWU4 Hammer Hom 0.6044042307692308
SWU4 Hammer Hom 0.7142469487179488
SWU4 Hammer Hom 0.5952207435897436
SWU4 Hammer Hom 0.6130045384615384
SWU4 Hammer Hom 0.628067435897436
SWU4 Hammer Hom 0.6621725897435897
SWU4 Hammer Hom 0.6846041025641025
SWU4 Hammer Hom 0.5587378717948719
SWU4 Hammer Hom 0.5630217435897436
SWU4 Hammer Hom 0.5057537692307691
SWU4 Hammer Hom 0.5867041282051283
SWU4 Hammer Hom 0.5889101538461536
SWU4 Hammer Hom 0.6270257179487181
SWU4 Hammer Hom 0.6446485641025641
SWU4 Hammer Hom 0.6371724102564104
SWU4 Hammer Hom 0.6476757435897437
SWU4 Hammer Hom 0.7180517179487179
SWU4 Hammer Hom 0.7066056153846155
SWU4 Hammer Hom 0.6504904871794871
SWU4 Hammer Hom 0.6316588717948719
SWU4 Hammer Hom 0.6294851538461538
SWU4 Hammer Hom 0.6174345641025641
SWU4 Hammer Hom 0.6399153846153846
SWU4 Hammer Hom 0.6868551025641024
SWU4 Hammer Hom 0.6597843846153847
SWU4 Hammer Hom 0.7941593076923079
SWU4 Hammer Hom 0.6691132564102563
SWU4 Hammer Hom 0.5868666666666666
SWU4 Hammer Hom 0.6845774102564104
SWU4 Hammer Hom 0.642393
SWU4 Hammer Hom 0.5900504615384616
SWU4 Hammer Hom 0.6723786153846153
SWU4 Hammer Hom 0.643617641025641
SWU4 Hammer Hom 0.6176738717948718
SWU4 Hammer Hom 0.667239435897436
SWU4 Hammer Hom 0.6329063076923077
SWU4 Hammer Hom 0.6836512820512822
SWU4 Hammer Hom 0.6123862564102562
SWU4 Hammer Hom 0.6297898461538463
SWU4 Hammer Hom 0.6634266666666666
SWU4 Hammer Hom 0.7111576410256408
SWU4 Hammer Hom 0.5691036410256411
SWU4 Hammer Hom 0.742319076923077
SWU4 Hammer Hom 0.5625270256410256
SWU4 Hammer Hom 0.734531076923077
SWU4 Hammer Hom 0.5486230256410256
SWU4 Hammer Hom 0.5531357948717949
SWU4 Hammer Hom 0.6609761538461542
SWU4 Hammer Hom 0.7392710512820512
SWU4 Hammer Hom 0.5402084102564104
SWU4 Hammer Hom 0.644931435897436
SWU4 Hammer Hom 0.5309896153846153
SWU4 Hammer Hom 0.6144382307692309
SWU4 Hammer Hom 0.7174125384615384
SWU4 Hammer Hom 0.6706902051282051
SWU4 Hammer Hom 0.5772892307692308
SWU4 Hammer Hom 0.6668291025641027
SWU4 Hammer Hom 0.622718153846154
SWU4 Hammer Hom 0.6332188205128205
SWU4 Hammer Hom 0.6507316666666667
SWU4 Hammer Hom 0.626942923076923
SWU4 Hammer Hom 0.5941736153846154
SWU4 Hammer Hom 0.5625774871794871
SWU4 Hammer Hom 0.6847262820512819
SWU4 Hammer Hom 0.576892076923077
SWU4 Hammer Hom 0.6386121025641026
SWU4 Hammer Hom 0.7012280000000001
SWU4 Hammer Hom 0.6356920512820513
SWU4 Hammer Hom 0.67378958974359
SWU4 Hammer Hom 0.6131348205128205
SWU4 Hammer Hom 0.6283104615384614
SWU4 Hammer Hom 0.6333063333333334
SWU4 Hammer Hom 0.5896089230769231
SWU4 Hammer Hom 0.6601145128205127
SWU4 Hammer Hom 0.6292503846153845
SWU4 Hammer Hom 0.6726994102564103
SWU4 Hammer Hom 0.5982318974358974
SWU4 Hammer Hom 0.6009443333333334
SWU4 Hammer Hom 0.6009181282051284
SWU4 Hammer Hom 0.702338358974359
SWU4 Hammer Hom 0.5604985384615384
SWU4 Hammer Hom 0.5605783846153846
SWU4 Hammer Hom 0.669129717948718
SWU4 Hammer Hom 0.6216108205128205
SWU4 Hammer Hom 0.6478505897435897
SWU4 Hammer Hom 0.663450076923077
SWU4 Hammer Hom 0.711311435897436
SWU4 Hammer Hom 0.604770487179487
SWU4 Hammer Hom 0.7258923333333333
SWU4 Hammer Hom 0.6135859230769231
SWU4 Hammer Hom 0.6479047435897437
SWU4 Hammer Hom 0.5965283846153846
SWU4 Hammer Hom 0.5659306410256411
SWU4 Hammer Hom 0.5775602564102564
SWU4 Hammer Hom 0.7292371794871796
SWU4 Hammer Hom 0.673231717948718
SWU4 Hammer Hom 0.6012893333333333
SWU4 Hammer Hom 0.6749511025641024
SWU4 Hammer Hom 0.5884052564102564
SWU4 Hammer Hom 0.6382452307692308
SWU4 Hammer Hom 0.6414199743589742
SWU4 Hammer Hom 0.566820564102564
SWU4 Hammer Hom 0.6444714358974358
SWU4 Hammer Hom 0.5655322564102565
SWU4 Hammer Hom 0.5709306923076923
SWU4 Hammer Hom 0.610323205128205
SWU4 Hammer Hom 0.7089312051282051
SWU4 Hammer Hom 0.6562737692307693
SWU4 Hammer Hom 0.6298010512820513
SWU4 Hammer Hom 0.5763878717948719
SWU4 Hammer Hom 0.6198891794871795
SWU4 Hammer Hom 0.632068
SWU4 Hammer Hom 0.7436545641025643
SWU4 Hammer Hom 0.7098008974358974
SWU4 Hammer Hom 0.6355999487179488
SWU4 Hammer Hom 0.6280122051282051
SWU4 Hammer Hom 0.6868137692307692
SWU4 Hammer Hom 0.6595111794871794
SWU4 Hammer Hom 0.652946358974359
SWU4 Hammer Hom 0.6262705897435897
SWU4 Hammer Hom 0.6343303076923076
SWU4 Hammer Hom 0.6320791025641025
SWU4 Hammer Hom 0.5722435384615383
SWU4 Hammer Hom 0.6868808461538461
SWU4 Hammer Hom 0.5751840256410257
SWU4 Hammer Hom 0.6585466666666666
SWU4 Hammer Hom 0.670717794871795
SWU4 Hammer Hom 0.6637774871794873
SWU4 Hammer Hom 0.6855017435897437
SWU4 Hammer Hom 0.6164902307692307
SWU4 Hammer Hom 0.646033
SWU4 Hammer Hom 0.7188162307692308
SWU4 Hammer Hom 0.6893371538461538
SWU4 Hammer Hom 0.5971410769230768
SWU4 Hammer Hom 0.6398835641025641
SWU4 Hammer Hom 0.6008742820512821
SWU4 Hammer Hom 0.6122634615384616
SWU4 Hammer Hom 0.6042496666666667
SWU4 Hammer Hom 0.6490249230769232
SWU4 Hammer Hom 0.7105013333333332
SWU4 Hammer Hom 0.6244192307692307
SWU4 Hammer Hom 0.5891087692307692
SWU4 Hammer Hom 0.5758550512820514
SWU4 Hammer Hom 0.6381051282051283
SWU4 Hammer Hom 0.6987533076923076
SWU4 Hammer Hom 0.6643528717948718
SWU4 Hammer Hom 0.6629355384615384
SWU4 Hammer Hom 0.6828573076923077
SWU4 Hammer Hom 0.649477358974359
SWU4 Hammer Hom 0.6040332307692308
SWU4 Hammer Hom 0.6408809487179489
SWU4 Hammer Hom 0.5417437435897435
SWU4 Hammer Hom 0.6210476666666666
SWU4 Hammer Hom 0.6362557179487178
SWU4 Hammer Hom 0.6489032564102564
SWU4 Hammer Hom 0.6264477692307694
SWU4 Hammer Hom 0.6990696923076922
SWU4 Hammer Hom 0.6005776153846154
SWU4 Hammer Hom 0.6956196153846154
SWU4 Hammer Hom 0.6581302051282051
SWU4 Hammer Hom 0.7132831282051282
SWU4 Hammer Hom 0.6094028974358974
SWU4 Hammer Hom 0.6625139999999999
SWU4 Hammer Hom 0.6085220512820513
SWU4 Hammer Hom 0.769047358974359
SWU4 Hammer Hom 0.547509358974359
SWU4 Hammer Hom 0.6789692307692308
SWU4 Hammer Hom 0.5398213076923077
SWU4 Hammer Hom 0.6104411025641026
